province,city,district,address_rest,name,image_url,opens_at,closes_at,last_order,tel,tags
서울,강동구,성내동,831-109,노모어피자 강동둔촌성내점,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230429_142%2F1682698829282yxff1_JPEG%2F20230426_185913.jpg,10:00,23:00,21:30,02-3679-1588,피자
서울,강동구,성내동,831-110,도시피자 강동점,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231130_17%2F1701342871471elGyM_JPEG%2F%25B8%25DE%25C0%25CE%25BC%25A61.jpg,9:00,0:00,21:30,070-7543-5848,피자
서울,송파구,방이동,831-111,빈체로 올림픽공원점,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180927_299%2F1538023266472DwT0H_JPEG%2FD9IyMgcYYGRjx9x7KR3cQgCe.jpg,8:00,1:00,21:30,02-2203-3331,이탈리안
서울,강동구,성내동,831-112,까띠보,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20251016_78%2F1760605063846t8Eef_JPEG%2F20251016_164018.jpg,10:00,22:00,21:30,02-2637-8864,양식
서울,강동구,길동,831-113,마린파스타 본점,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241130_237%2F1732953547453H4nkB_JPEG%2F1000005941.jpg,9:00,22:00,21:30,02-477-6102,이탈리안
서울,강동구,둔촌동,831-114,어경재키친,https://search.pstatic.net/common/?src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyNTA5MjJfNTYg%2FMDAxNzU4NTE2NDIxMjM3.mp_a22xz7Ld4HSaDFlPZvMBV_cTiyZE5npcfvJEMmOYg.10UXVpJMNG1GZ4cAdTJF0_3PcRVOnK9FD6gpSusXY2og.JPEG%2FD6E8DBAB-57E5-4155-A85D-9025F90A16C2.jpeg%3Ftype%3Dw1500_60_sharpen,8:00,23:00,21:30,02-478-5979,이탈리안
서울,강동구,천호동,831-115,로이파스타,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230619_34%2F1687160129011jgLdy_JPEG%2F%25B7%25CE%25C0%25CC%25B7%25CE%25B0%25ED.jpg,10:00,0:00,21:30,,이탈리안
서울,송파구,방이동,831-116,미오,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxODExMThfNzgg%2FMDAxNTQyNTM4Nzk1MTU4.OAgSI3YFUdJeUw3sQs--78cVgOSlpYFy8D65mDNFjhcg.WqtBaS87Tcuj9C-IDBbd7ZOXq-hK4BNDJxpw2S3qZr8g.JPEG.jstar4242%2FIMG_4129.JPG%235184x3456,9:00,1:00,21:30,02-423-7168,이탈리안
서울,송파구,신천동,831-117,임뻬라또,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20151215_271%2F1450146266410Wfp2W_PNG%2F167165515445188_2.png,8:00,22:00,21:30,02-420-2131,이탈리안
서울,강동구,둔촌동,831-118,마미스파게티&샌드위치,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230814_100%2F1691979449913n6Duf_JPEG%2FKakaoTalk_20230814_111554382_02.jpg,10:00,23:00,21:30,02-6015-2421,이탈리안
서울,강동구,둔촌동,831-119,운삐아또,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxNjEwMzBfMjQ3%2FMDAxNDc3ODMzMzk3MDIw.MP74NOcbbl7fMBgjdcF0FZHsQznWX0UfclcD0ypWKoEg.suahh4R_ICsYgOECL8HHtZXANggTMYoXU0t81cEjP-0g.JPEG.neko103%2F1477745460740.jpg&type=sc960_832,9:00,0:00,21:30,010-5416-6888,이탈리안
서울,강동구,둔촌동,831-120,꼼떼 둔촌본점,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231010_226%2F1696922984603Cgk95_JPEG%2F0002.jpg,8:00,1:00,21:30,02-470-2001,이탈리안
서울,송파구,송파동,831-121,엘리스리틀이태리,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220704_230%2F1656901179707dnzfl_JPEG%2F94BE7FB0-94F6-4941-96CD-A486310B4D72.jpeg,10:00,22:00,21:30,,이탈리안
서울,강동구,암사동,831-141,잇츠,https://mblogthumb-phinf.pstatic.net/MjAyMzEyMDZfNCAg/MDAxNzAxODA0MzYzNDcw.RGlkoJMDfkLJD4JDdFEnos0AnjCT34suuPB6NAtFp8gg.XvKo40S8LwpqYo_-nyGFWb4ggj2DyzGGvwmsMLFTHRYg.JPEG.qkrtlgus1230/SE-e5a2f3ad-ec9d-40f5-87fc-e462a7af344c.jpg?type=w800,8:00,23:00,21:30,,이탈리안
서울,송파구,신천동,831-142,라이스앤파스타,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ9rJWImyJj_jwvJ5TDdt9SvagKRALyHd2e7A&s,10:00,0:00,21:30,02-3213-4779,이탈리안
서울,송파구,방이동,831-143,조르노에노떼,https://d12zq4w4guyljn.cloudfront.net/300_300_20250508083950309_photo_39953508d1f5.webp,9:00,1:00,21:30,,이탈리안
서울,강동구,성내동,831-144,셀프하우스,https://d12zq4w4guyljn.cloudfront.net/750_750_20200609104311603_photo_47b84b1c2882.webphttps://d12zq4w4guyljn.cloudfront.net/750_750_20200609104311603_photo_47b84b1c2882.webp,8:00,22:00,21:30,02-476-7063,분식
서울,강동구,성내동,831-145,스시마에,https://mblogthumb-phinf.pstatic.net/MjAyNDEwMjhfMjU1/MDAxNzMwMDQ1Njk3MjY1.Ry7w76_R_pHbdoo5OvsuXVnCke7I2_Cpy6f0BGDR_s0g.oGYID9gMT4coRi6F2K1HKzvWgkf1wNRisCHvRFVdIqkg.JPEG/20240408%EF%BC%BF184645.jpg?type=w800https://mblogthumb-phinf.pstatic.net/MjAyNDEwMjhfMjU1/MDAxNzMwMDQ1Njk3MjY1.Ry7w76_R_pHbdoo5OvsuXVnCke7I2_Cpy6f0BGDR_s0g.oGYID9gMT4coRi6F2K1HKzvWgkf1wNRisCHvRFVdIqkg.JPEG/20240408%EF%BC%BF184645.jpg?type=w800,10:00,23:00,21:30,02-484-9914,"초밥,롤"
서울,강동구,성내동,831-146,화진포막국수 강동구청점,https://d12zq4w4guyljn.cloudfront.net/750_750_20230824120912150_photo_6153483804c6.webp,9:00,0:00,21:30,02-478-1539,국수
서울,송파구,풍납동,831-147,어리랑,https://img.siksinhot.com/place/1526226353680382.jpg,8:00,1:00,21:30,02-472-8777,회
서울,강동구,성내동,831-148,하시라도,https://d12zq4w4guyljn.cloudfront.net/750_750_20210831055124_photo1_6f20c756d5c4.webp,10:00,22:00,21:30,02-488-1245,일본식주점
서울,강동구,성내동,831-149,오륜정,https://ugc-images.catchtable.co.kr/catchtable/shopinfo/sl98Js-3FggWR7XTqTzS0jg/m/d01fef39706a442583ca0f7e10ecc8e3,9:00,22:00,21:30,02-482-3698,"육류,고기"
서울,강동구,성내동,831-150,오양별,https://d12zq4w4guyljn.cloudfront.net/750_750_20250228113409461_photo_.jpg,8:00,23:00,21:30,02-477-1192,"곱창,막창"
서울,강동구,성내동,831-151,동대문엽기떡볶이 강동구청점,https://mblogthumb-phinf.pstatic.net/MjAyMjEwMTdfMTY1/MDAxNjY1OTk3ODQ3MTc1.EkxoozwN9PUt9sS__6gBniRyqjxbjTcxJRj6ASebR84g.UGYgVVRXSNGFGC55AR6eCu36TxZbKc3xyJfVoMHdM2Ig.JPEG.je505050/KakaoTalk_20221017_180911680.jpg?type=w800,10:00,0:00,21:30,02-484-8592,동대문엽기떡볶이
서울,강동구,성내동,831-152,버섯잔치집 본점,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRkg0tPu7UpZv_qdlD63ppNlHo9oneQJIu3YQ&shttps://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRkg0tPu7UpZv_qdlD63ppNlHo9oneQJIu3YQ&s,9:00,1:00,21:30,02-470-0092,샤브샤브
서울,강동구,성내동,831-153,버거킹 강동구청점,https://mblogthumb-phinf.pstatic.net/MjAyMjEwMjBfMTQy/MDAxNjY2MjY0NTU3MDkw.MNcWfpRFwW65UnGLG44N0iq_bnl_r5iYrOHug5afsIgg.D1xb1AYw3MVi7eOASdQ33UE5m8FQ0djAoGFxnQlAlQkg.JPEG.lemonanne/SE-bab2440a-5064-11ed-8c1d-69f10ff1e2c4.jpg?type=w800,8:00,22:00,21:30,070-7462-6822,버거킹
서울,강동구,성내동,831-154,신라삼계탕,https://img1.daumcdn.net/thumb/R1280x0.fjpg/?fname=http://t1.daumcdn.net/brunch/service/user/BPO/image/y-BR3o1sI7aKvHMT2AwUQ-Wk-ww.jpghttps://img1.daumcdn.net/thumb/R1280x0.fjpg/?fname=http://t1.daumcdn.net/brunch/service/user/BPO/image/y-BR3o1sI7aKvHMT2AwUQ-Wk-ww.jpg,10:00,23:00,21:30,02-470-3934,삼계탕
서울,강동구,성내동,831-155,던킨 강동구청역점,https://d12zq4w4guyljn.cloudfront.net/750_750_20220109112531_photo1_23cd8635f3fc.webp,9:00,0:00,21:30,02-473-2021,던킨
서울,강동구,성내동,831-156,장원삼계탕,https://d12zq4w4guyljn.cloudfront.net/750_750_20230809023758_photo1_69bc35ed1eb7.webp,8:00,1:00,21:30,02-488-5886,삼계탕
서울,강동구,성내동,831-157,평상집 강동성내점,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRcCWWiJgz9Hf07vWLZYceBpzweqi9cU3Dq6w&s,10:00,22:00,21:30,,삼계탕
